2,36,-1004,-120
26,4,-860,-56
50,-8,-724,8
73,8,-592,-60
97,-20,-472,-16
121,-8,-400,-24
145,-12,-440,-28
169,-12,-460,-4
193,-12,-612,36
217,12,-648,24
241,16,-788,40
265,32,-928,16
288,48,-1060,48
312,84,-1424,8
336,108,-1560,-8
360,140,-1768,-60
384,152,-1932,-48
407,200,-2040,-84
432,216,-2040,-136
456,232,-2040,-176
480,176,-2040,0
504,244,-2040,-160
527,228,-2040,-184
551,240,-2040,-208
575,272,-1844,-328
603,236,-1652,-252
628,232,-1412,-260
652,156,-1364,-60
676,196,-1124,-160
700,172,-936,-124
723,124,-664,-40
747,112,-532,12
771,144,-468,-116
795,112,-408,-32
819,108,-356,-16
843,140,-376,-96
867,32,-396,172
891,104,-536,104
915,136,-552,-32
939,92,-820,84
963,144,-968,4
986,96,-1144,140
1010,140,-1300,28
1034,144,-1648,16
1058,184,-1816,-68
1082,184,-1984,-64
1106,172,-2040,-72
1130,232,-2040,-200
1154,164,-2040,-68
1184,220,-2040,-280
1208,172,-2040,-240
1231,164,-2036,-380
1255,112,-1960,-284
1279,76,-1792,-256
1303,96,-1656,-320
1328,56,-1340,-152
1352,20,-1100,-176
1376,12,-1048,-68
1400,32,-928,-68
1424,-4,-756,28
1448,32,-608,-100
1472,-12,-576,20
1495,-44,-500,116
1519,-28,-468,-28
1543,0,-560,128
1567,0,-596,172
1591,28,-744,144
1615,24,-836,172
1639,32,-972,148
1663,60,-1160,72
1687,104,-1404,8
1710,108,-1556,-4
1734,152,-1804,-60
1763,176,-1856,-120
1787,172,-2004,-84
1811,196,-2040,-136
1835,248,-2040,-228
1859,272,-2040,-360
1883,236,-2040,-340
1907,252,-2036,-324
1930,240,-1908,-352
1954,224,-1620,-260
1978,216,-1496,-240
2002,212,-1396,-176
2026,176,-1200,-104
2074,100,-680,-4
2098,84,-496,-72
2122,120,-732,92
2146,104,-492,120
2170,104,-524,220
2193,72,-432,248
2217,80,-480,208
2241,68,-632,252
2265,80,-612,232
2289,100,-852,176
2313,108,-944,120
2343,152,-1092,20
2367,144,-1384,-72
2391,208,-1700,-48
2415,128,-1352,-168
2438,180,-1708,-92
2463,152,-2040,-256
2487,128,-2016,-208
2511,176,-2040,-392
2535,180,-2040,-376
2561,172,-2032,-388
2588,104,-1900,-300
2612,92,-1844,-236
2636,88,-1644,-240
2659,68,-1424,-88
2683,52,-1280,-64
2707,24,-1284,52
2731,12,-1148,28
2755,16,-912,-12
2779,-24,-852,72
2803,12,-540,40
2827,-28,-712,152
2851,-36,-648,308
2875,4,-600,204
2899,4,-652,224
2928,36,-776,100
2952,32,-900,60
2976,72,-992,28
3000,48,-1252,36
3024,64,-1312,-56
3048,120,-1472,-84
3072,144,-1620,-100
3096,168,-1772,-232
3120,184,-1868,-176
3144,196,-1956,-252
3167,216,-1968,-320
3191,212,-2028,-312
3215,248,-1932,-372
3263,212,-1816,-248
3287,212,-1620,-144
3311,196,-1516,-100
3335,176,-1408,-40
3359,164,-1232,-8
3408,164,-1012,68
3455,108,-728,16
3508,104,-560,160
3532,92,-536,196
3556,76,-548,212
3604,80,-736,108
3628,116,-820,20
3651,108,-976,-32
3675,112,-1044,-40
3699,128,-1228,-56
3723,168,-1444,-52
3747,128,-1580,-24
3771,184,-1540,-296
3795,132,-1900,-168
3819,176,-1892,-364
3843,148,-1892,-288
3867,132,-1916,-292
3890,144,-1904,-328
3914,104,-1788,-208
3938,108,-1688,-208
3962,76,-1640,-108
3986,76,-1544,-72
4010,24,-1272,32
4034,52,-1196,-20
4058,72,-1076,-136
4088,-12,-840,120
4112,0,-796,0
4136,0,-744,92
4159,-12,-732,124
4183,8,-776,100
4207,-4,-740,144
4231,32,-668,84
4255,12,-812,80
4279,32,-824,64
4303,36,-1040,28
4327,72,-1216,-36
4351,80,-1352,-80
4375,84,-1428,-72
4398,84,-1540,-4
4422,148,-1604,-180
4446,144,-1840,-100
4470,188,-1824,-196
4494,180,-1856,-292
4519,192,-1844,-304
4543,224,-1804,-324
4567,188,-1780,-224
4591,204,-1688,-244
4615,208,-1616,-240
4639,180,-1400,-108
4667,176,-1320,-100
4691,144,-1136,-16
4715,124,-1044,-48
4739,64,-892,140
4763,136,-800,16
4811,96,-664,84
4835,100,-572,92
4859,84,-596,156
4883,72,-644,144
4906,84,-724,96
4930,84,-816,68
4954,108,-876,36
4978,108,-1004,28
5002,108,-1108,28
5026,120,-1144,-92
5050,136,-1340,-72
5074,172,-1528,-128
5098,100,-1624,4
5121,180,-1732,-212
5145,108,-1760,-132
5169,164,-1820,-336
5193,136,-1768,-292
5217,96,-1788,-208
5247,100,-1664,-260
5271,64,-1596,-164
5295,104,-1496,-220
5319,52,-1444,-140
5343,68,-1176,-108
5367,52,-1112,-56
5390,16,-1088,-28
5414,36,-920,-56
5438,-4,-816,68
5462,-28,-788,88
5486,12,-740,-12
5510,-4,-752,132
5534,12,-756,72
5558,20,-788,104
5582,8,-884,104
5606,56,-872,36
5629,36,-1016,84
5653,84,-1200,-28
5677,68,-1304,-28
5701,80,-1380,-44
5725,124,-1532,-60
5749,132,-1592,-108
5773,140,-1764,-112
5797,156,-1756,-208
5825,156,-1692,-124
5850,172,-1716,-280
5874,184,-1668,-272
5898,176,-1616,-272
5922,188,-1524,-288
5947,176,-1360,-204
5971,140,-1200,-184
5995,136,-1152,-104
6021,128,-1080,-48
6048,136,-932,-40
6072,96,-748,-12
6096,124,-808,-24
6119,64,-724,68
6143,112,-660,20
6167,100,-768,164
6191,92,-644,60
6215,92,-712,68
6239,72,-732,188
6263,104,-868,84
6287,92,-1004,112
6311,116,-1068,20
6335,124,-1252,8
6359,136,-1316,-72
6382,152,-1480,-144
6412,100,-1412,-60
6436,108,-1672,-164
6460,136,-1624,-212
6484,120,-1704,-160
6508,128,-1664,-280
6532,120,-1676,-312
6556,104,-1552,-332
6580,84,-1516,-292
6603,64,-1444,-228
6627,68,-1352,-244
6652,56,-1228,-116
6676,48,-1080,-84
6700,32,-944,-60
6724,0,-940,48
6748,24,-904,-32
6772,-12,-836,52
6796,-24,-768,104
6820,24,-832,32
6844,12,-780,128
6867,64,-804,36
6891,16,-920,172
6915,48,-960,116
6939,60,-1032,52
6963,68,-1216,76
6992,92,-1268,-64
7016,80,-1352,-24
7040,84,-1500,-40
7064,128,-1672,-84
7087,116,-1536,-68
7111,152,-1580,-200
7135,152,-1612,-196
7159,156,-1684,-200
7183,200,-1552,-328
7207,164,-1524,-288
7231,180,-1448,-316
7255,172,-1392,-292
7279,160,-1216,-216
7303,160,-1180,-156
7327,136,-1060,-72
7350,124,-1004,-28
7374,100,-812,8
7398,144,-852,-96
7422,104,-812,44
7446,96,-756,120
7470,108,-708,12
7494,72,-828,168
7518,84,-772,160
7542,92,-796,120
7572,72,-920,96
7595,108,-1032,88
7619,100,-1108,80
7643,116,-1232,-12
7667,124,-1240,-32
7691,140,-1556,-56
7715,108,-1400,-32
7739,124,-1436,-88
7763,152,-1632,-192
7788,148,-1576,-240
7812,112,-1588,-312
7836,112,-1520,-324
7859,80,-1524,-292
7883,88,-1464,-344
7907,56,-1352,-240
7931,52,-1256,-232
7955,40,-1200,-140
7979,52,-1172,-116
8003,36,-932,-44
8027,16,-1028,32
8051,84,-844,-160
8075,16,-844,36
8098,-44,-860,180
8122,28,-820,80
8151,-12,-872,216
8174,76,-804,44
8199,16,-920,212
8223,60,-1016,44
8247,56,-1008,84
8271,44,-1144,104
8295,84,-1268,-16
8318,80,-1372,-48
8342,124,-1476,-88
8366,88,-1536,-68
8390,104,-1460,-76
8414,136,-1508,-192
8438,140,-1600,-196
8462,168,-1528,-288
8486,168,-1468,-336
8510,148,-1424,-304
8534,164,-1344,-308
8558,148,-1280,-224
8581,152,-1212,-228
8605,132,-1076,-188
8629,112,-1016,-52
8653,104,-840,-4
8677,96,-764,-56
8701,140,-800,-52
8731,100,-720,88
8755,72,-652,56
8779,84,-644,108
8803,76,-832,152
8826,92,-840,160
8850,80,-912,160
